neighbourhood,room_type,price,number_of_reviews
Dorchester,Entire home/apt,85,2
Dorchester,Private room,75,18
Dorchester,Private room,119,0
Dorchester,Private room,75,6
Dorchester,Entire home/apt,109,185
Dorchester,Private room,100,163
Dorchester,Private room,45,47
Dorchester,Private room,76,194
Dorchester,Private room,45,1
Dorchester,Private room,49,9
Dorchester,Private room,60,3
Dorchester,Private room,49,5
Dorchester,Private room,69,143
Dorchester,Entire home/apt,96,2
Dorchester,Shared room,45,3
Dorchester,Private room,89,4
Dorchester,Private room,100,46
Dorchester,Private room,55,0
Dorchester,Private room,85,2
Dorchester,Private room,150,0
Dorchester,Private room,95,8
Dorchester,Entire home/apt,200,11
Dorchester,Private room,35,3
Dorchester,Private room,68,16
Dorchester,Private room,31,0
Dorchester,Private room,80,2
Dorchester,Private room,65,4
Dorchester,Private room,135,0
Dorchester,Private room,69,158
Dorchester,Private room,50,45
Dorchester,Private room,76,14
Dorchester,Private room,79,53
Dorchester,Private room,100,1
Dorchester,Private room,82,114
Dorchester,Private room,80,8
Dorchester,Entire home/apt,160,2
Dorchester,Private room,60,19
Dorchester,Entire home/apt,95,17
Dorchester,Entire home/apt,144,4
Dorchester,Private room,45,25
Dorchester,Private room,100,0
Dorchester,Private room,135,0
Dorchester,Entire home/apt,150,1
Dorchester,Private room,44,1
Dorchester,Private room,65,120
Dorchester,Private room,64,36
Dorchester,Private room,75,50
Dorchester,Entire home/apt,189,1
Dorchester,Private room,75,43
Dorchester,Private room,55,14
Dorchester,Private room,65,125
Dorchester,Private room,75,11
Dorchester,Private room,65,3
Dorchester,Private room,49,0
Dorchester,Private room,80,4
Dorchester,Private room,45,110
Dorchester,Private room,62,5
Dorchester,Private room,60,0
Dorchester,Private room,55,0
Dorchester,Private room,65,43
Dorchester,Private room,70,14
Dorchester,Private room,40,21
Dorchester,Shared room,80,8
Dorchester,Entire home/apt,175,21
Dorchester,Entire home/apt,200,8
Dorchester,Entire home/apt,153,0
Dorchester,Private room,59,29
Dorchester,Private room,45,13
Dorchester,Entire home/apt,160,0
Dorchester,Entire home/apt,125,12
Dorchester,Private room,63,8
Dorchester,Private room,49,5
Dorchester,Private room,72,7
Dorchester,Entire home/apt,130,12
Dorchester,Private room,80,0
Dorchester,Private room,31,1
Dorchester,Private room,67,33
Dorchester,Entire home/apt,129,2
Dorchester,Private room,56,20
Dorchester,Private room,70,4
Dorchester,Entire home/apt,175,19
Dorchester,Entire home/apt,300,18
Dorchester,Entire home/apt,125,11
Dorchester,Private room,80,2
Dorchester,Private room,100,0
Dorchester,Private room,65,0
Dorchester,Private room,65,16
Dorchester,Private room,72,4
Dorchester,Private room,68,3
Dorchester,Private room,70,59
Dorchester,Entire home/apt,125,10
Dorchester,Entire home/apt,150,8
Dorchester,Private room,65,7
Dorchester,Entire home/apt,89,40
Dorchester,Private room,70,13
Dorchester,Private room,52,12
Dorchester,Private room,38,3
Dorchester,Entire home/apt,165,30
Dorchester,Private room,80,95
Dorchester,Private room,135,0
Dorchester,Private room,60,11
Dorchester,Private room,35,41
Dorchester,Shared room,44,0
Dorchester,Private room,31,3
Dorchester,Private room,46,7
Dorchester,Entire home/apt,95,1
Dorchester,Private room,100,3
Dorchester,Private room,47,108
Dorchester,Private room,99,2
Dorchester,Private room,96,6
Dorchester,Entire home/apt,144,12
Dorchester,Entire home/apt,126,17
Dorchester,Private room,77,222
Dorchester,Entire home/apt,165,84
Dorchester,Entire home/apt,142,4
Dorchester,Entire home/apt,175,3
Dorchester,Entire home/apt,195,15
Dorchester,Private room,59,2
Dorchester,Entire home/apt,135,102
Dorchester,Private room,39,1
Dorchester,Entire home/apt,250,0
Dorchester,Private room,88,14
Dorchester,Private room,60,2
Dorchester,Private room,68,5
Dorchester,Private room,56,16
Dorchester,Private room,79,55
Dorchester,Private room,63,232
Dorchester,Private room,55,3
Dorchester,Private room,100,123
Dorchester,Entire home/apt,150,64
Dorchester,Entire home/apt,300,14
Dorchester,Entire home/apt,168,8
Dorchester,Private room,150,4
Dorchester,Private room,79,16
Dorchester,Private room,70,3
Dorchester,Private room,35,1
Dorchester,Private room,73,1
Dorchester,Private room,65,14
Dorchester,Entire home/apt,275,2
Dorchester,Private room,78,23
Dorchester,Private room,52,3
Dorchester,Private room,39,3
Dorchester,Private room,100,2
Dorchester,Private room,60,7
Dorchester,Private room,65,62
Dorchester,Private room,60,6
Dorchester,Entire home/apt,100,3
Dorchester,Private room,60,0
Dorchester,Private room,40,101
Dorchester,Entire home/apt,175,1
Dorchester,Private room,108,37
Dorchester,Private room,65,15
Dorchester,Entire home/apt,144,12
Dorchester,Private room,79,118
Dorchester,Private room,60,21
Dorchester,Private room,65,14
Dorchester,Entire home/apt,185,0
Dorchester,Private room,150,29
Dorchester,Private room,80,4
Dorchester,Entire home/apt,395,19
Dorchester,Private room,55,1
Dorchester,Entire home/apt,164,12
Dorchester,Private room,70,22
Dorchester,Entire home/apt,300,9
Dorchester,Private room,85,9
Dorchester,Private room,58,1
Dorchester,Entire home/apt,150,1
Dorchester,Private room,76,5
Dorchester,Private room,37,4
Dorchester,Entire home/apt,130,77
Dorchester,Entire home/apt,180,27
Dorchester,Private room,35,2
Dorchester,Shared room,51,1
Dorchester,Entire home/apt,225,21
Dorchester,Shared room,29,1
Dorchester,Private room,36,0
Dorchester,Entire home/apt,199,24
Dorchester,Private room,75,32
Dorchester,Private room,69,9
Dorchester,Private room,31,2
Dorchester,Entire home/apt,84,18
South Boston Waterfront,Entire home/apt,329,1
South Boston Waterfront,Entire home/apt,169,0
South Boston Waterfront,Entire home/apt,129,5
South Boston Waterfront,Entire home/apt,200,1
South Boston Waterfront,Private room,125,0
South Boston Waterfront,Private room,175,0
South Boston Waterfront,Private room,170,1
South Boston Waterfront,Entire home/apt,295,14
South Boston Waterfront,Entire home/apt,250,2
South Boston Waterfront,Private room,149,5
South Boston Waterfront,Entire home/apt,280,0
South Boston Waterfront,Entire home/apt,349,3
South Boston Waterfront,Entire home/apt,189,1
South Boston Waterfront,Entire home/apt,199,1
South Boston Waterfront,Entire home/apt,169,2
South Boston Waterfront,Entire home/apt,399,0
South Boston Waterfront,Entire home/apt,250,24
South Boston Waterfront,Entire home/apt,229,0
South Boston Waterfront,Entire home/apt,125,90
South Boston Waterfront,Entire home/apt,3000,0
South Boston Waterfront,Entire home/apt,169,0
South Boston Waterfront,Entire home/apt,199,0
South Boston Waterfront,Entire home/apt,175,2
South Boston Waterfront,Entire home/apt,209,15
South Boston Waterfront,Entire home/apt,299,1
South Boston Waterfront,Entire home/apt,389,4
South Boston Waterfront,Entire home/apt,603,12
South Boston Waterfront,Entire home/apt,500,3
South Boston Waterfront,Entire home/apt,600,8
South Boston Waterfront,Entire home/apt,250,0
South Boston Waterfront,Entire home/apt,169,1
South Boston Waterfront,Entire home/apt,295,5
South Boston Waterfront,Entire home/apt,214,32
South Boston Waterfront,Entire home/apt,169,0
South Boston Waterfront,Entire home/apt,400,0
South Boston Waterfront,Private room,145,105
South Boston Waterfront,Entire home/apt,379,0
South Boston Waterfront,Entire home/apt,169,0
South Boston Waterfront,Entire home/apt,279,1
South Boston Waterfront,Entire home/apt,279,0
South Boston Waterfront,Entire home/apt,200,0
South Boston Waterfront,Private room,179,60
South Boston Waterfront,Entire home/apt,279,0
South Boston Waterfront,Entire home/apt,350,19
South Boston Waterfront,Entire home/apt,185,7
South Boston Waterfront,Entire home/apt,199,0
South Boston Waterfront,Entire home/apt,285,0
South Boston Waterfront,Private room,179,1
South Boston Waterfront,Entire home/apt,279,0
South Boston Waterfront,Entire home/apt,390,12
South Boston Waterfront,Entire home/apt,200,3
South Boston Waterfront,Private room,150,74
South Boston Waterfront,Entire home/apt,150,4
South Boston Waterfront,Entire home/apt,200,3
South Boston Waterfront,Private room,125,14
South Boston Waterfront,Entire home/apt,361,10
South Boston Waterfront,Private room,500,0
South Boston Waterfront,Entire home/apt,249,15
South Boston Waterfront,Private room,115,35
South Boston Waterfront,Entire home/apt,180,17
South Boston Waterfront,Entire home/apt,1250,0
South Boston Waterfront,Entire home/apt,506,1
South Boston Waterfront,Entire home/apt,250,33
South Boston Waterfront,Entire home/apt,285,4
South Boston Waterfront,Entire home/apt,190,17
South Boston Waterfront,Entire home/apt,249,7
South Boston Waterfront,Entire home/apt,603,3
South Boston Waterfront,Entire home/apt,400,21
South Boston Waterfront,Entire home/apt,402,3
South Boston Waterfront,Entire home/apt,249,0
South Boston Waterfront,Entire home/apt,506,5
South Boston Waterfront,Entire home/apt,200,1
South Boston Waterfront,Entire home/apt,175,1
South Boston Waterfront,Entire home/apt,250,2
South Boston Waterfront,Entire home/apt,249,1
South Boston Waterfront,Entire home/apt,250,4
South Boston Waterfront,Entire home/apt,225,0
South Boston Waterfront,Entire home/apt,199,6
South Boston Waterfront,Entire home/apt,245,0
South Boston Waterfront,Entire home/apt,199,6
South Boston Waterfront,Private room,220,6
South Boston Waterfront,Entire home/apt,225,8
South Boston Waterfront,Entire home/apt,250,2
South Boston,Entire home/apt,240,4
South Boston,Entire home/apt,189,6
South Boston,Entire home/apt,700,1
South Boston,Private room,75,0
South Boston,Entire home/apt,175,14
South Boston,Private room,109,68
South Boston,Private room,119,55
South Boston,Private room,100,24
South Boston,Private room,99,102
South Boston,Private room,65,11
South Boston,Shared room,75,14
South Boston,Private room,45,38
South Boston,Private room,128,78
South Boston,Private room,118,29
South Boston,Private room,135,26
South Boston,Private room,125,2
South Boston,Entire home/apt,250,1
South Boston,Entire home/apt,300,24
South Boston,Private room,95,32
South Boston,Entire home/apt,189,10
South Boston,Entire home/apt,400,2
South Boston,Private room,125,54
South Boston,Private room,99,4
South Boston,Entire home/apt,99,30
South Boston,Private room,130,5
South Boston,Entire home/apt,250,57
South Boston,Entire home/apt,147,20
South Boston,Entire home/apt,225,1
South Boston,Entire home/apt,299,2
South Boston,Entire home/apt,140,1
South Boston,Entire home/apt,170,8
South Boston,Entire home/apt,180,5
South Boston,Entire home/apt,300,6
South Boston,Entire home/apt,119,0
South Boston,Private room,110,47
South Boston,Shared room,159,4
South Boston,Private room,100,8
South Boston,Entire home/apt,500,10
South Boston,Entire home/apt,190,6
South Boston,Private room,99,8
South Boston,Private room,130,95
South Boston,Private room,110,32
South Boston,Private room,125,88
South Boston,Entire home/apt,150,0
South Boston,Entire home/apt,160,10
South Boston,Entire home/apt,250,6
South Boston,Entire home/apt,250,56
South Boston,Private room,126,7
South Boston,Entire home/apt,134,1
South Boston,Private room,105,56
South Boston,Private room,150,96
South Boston,Entire home/apt,200,7
South Boston,Entire home/apt,275,96
South Boston,Entire home/apt,450,2
South Boston,Entire home/apt,150,1
South Boston,Private room,105,58
South Boston,Private room,75,40
South Boston,Private room,60,0
South Boston,Entire home/apt,143,16
South Boston,Private room,130,8
South Boston,Entire home/apt,100,5
South Boston,Private room,120,4
South Boston,Entire home/apt,199,28
South Boston,Entire home/apt,229,3
South Boston,Shared room,89,48
South Boston,Entire home/apt,250,11
South Boston,Entire home/apt,175,7
South Boston,Entire home/apt,200,5
South Boston,Entire home/apt,225,176
South Boston,Private room,69,31
South Boston,Entire home/apt,245,47
South Boston,Private room,85,1
South Boston,Entire home/apt,300,0
South Boston,Private room,128,14
South Boston,Entire home/apt,175,62
South Boston,Private room,150,1
South Boston,Private room,98,1
South Boston,Entire home/apt,232,3
South Boston,Entire home/apt,185,46
South Boston,Entire home/apt,159,0
South Boston,Private room,139,1
South Boston,Entire home/apt,195,0
South Boston,Private room,115,0
South Boston,Entire home/apt,149,0
South Boston,Entire home/apt,159,3
South Boston,Private room,103,79
South Boston,Private room,69,47
South Boston,Entire home/apt,220,13
South Boston,Entire home/apt,135,5
South Boston,Private room,90,0
South Boston,Private room,75,38
South Boston,Private room,57,7
South Boston,Private room,90,4
South Boston,Entire home/apt,391,14
South Boston,Entire home/apt,280,1
South Boston,Entire home/apt,350,1
South Boston,Entire home/apt,700,10
South Boston,Private room,150,24
South Boston,Entire home/apt,175,28
South Boston,Entire home/apt,99,92
South Boston,Private room,150,1
South Boston,Entire home/apt,250,84
South Boston,Entire home/apt,299,4
South Boston,Entire home/apt,150,4
South Boston,Entire home/apt,200,0
South Boston,Entire home/apt,150,77
South Boston,Entire home/apt,500,88
South Boston,Entire home/apt,150,97
South Boston,Entire home/apt,189,6
South Boston,Entire home/apt,140,1
South Boston,Entire home/apt,320,27
South Boston,Private room,200,4
South Boston,Entire home/apt,500,1
South Boston,Entire home/apt,145,6
South Boston,Entire home/apt,140,1
South Boston,Entire home/apt,200,132
South Boston,Private room,130,0
South Boston,Entire home/apt,150,2
South Boston,Entire home/apt,150,19
South Boston,Private room,155,100
South Boston,Entire home/apt,120,18
South Boston,Private room,144,2
South Boston,Entire home/apt,159,1
South Boston,Entire home/apt,1000,1
South Boston,Entire home/apt,165,0
South Boston,Entire home/apt,175,5
South Boston,Entire home/apt,300,38
South Boston,Private room,100,13
South Boston,Private room,105,0
South Boston,Entire home/apt,199,28
South Boston,Private room,95,2
South Boston,Private room,100,26
South Boston,Private room,96,30
South Boston,Entire home/apt,325,17
South Boston,Entire home/apt,330,9
South Boston,Private room,144,1
South Boston,Entire home/apt,250,64
South Boston,Private room,95,2
South Boston,Private room,118,16
South Boston,Entire home/apt,500,2
South Boston,Entire home/apt,180,1
South Boston,Entire home/apt,290,1
South Boston,Entire home/apt,225,1
South Boston,Private room,99,3
South Boston,Private room,175,94
South Boston,Private room,125,3
South Boston,Entire home/apt,350,39
South Boston,Private room,88,13
South Boston,Entire home/apt,150,15
South Boston,Private room,99,0
South Boston,Private room,144,15
South Boston,Private room,100,42
South Boston,Private room,125,7
South Boston,Entire home/apt,225,0
South Boston,Entire home/apt,150,8
South Boston,Private room,119,7
South Boston,Private room,70,1
South Boston,Entire home/apt,300,0
South Boston,Entire home/apt,200,68
South Boston,Private room,90,0
South Boston,Entire home/apt,250,16
South Boston,Private room,169,3
South Boston,Entire home/apt,99,72
South Boston,Entire home/apt,500,0
South Boston,Entire home/apt,330,11
South Boston,Entire home/apt,99,70
South Boston,Entire home/apt,140,13
South Boston,Private room,80,3
South Boston,Entire home/apt,250,10
South Boston,Entire home/apt,225,21
South Boston,Entire home/apt,250,7
South Boston,Entire home/apt,225,1
South Boston,Entire home/apt,156,2
South Boston,Entire home/apt,175,23
Allston,Private room,100,20
Allston,Private room,33,0
Allston,Private room,103,5
Allston,Entire home/apt,110,0
Allston,Entire home/apt,175,0
Allston,Private room,60,1
Allston,Entire home/apt,175,12
Allston,Private room,99,0
Allston,Private room,120,25
Allston,Private room,50,0
Allston,Entire home/apt,100,10
Allston,Entire home/apt,260,49
Allston,Private room,85,11
Allston,Private room,93,20
Allston,Private room,40,34
Allston,Private room,39,1
Allston,Private room,85,38
Allston,Private room,75,68
Allston,Private room,76,2
Allston,Private room,40,95
Allston,Private room,50,5
Allston,Private room,69,59
Allston,Private room,108,2
Allston,Private room,119,0
Allston,Private room,32,4
Allston,Private room,88,2
Allston,Private room,60,4
Allston,Private room,130,0
Allston,Entire home/apt,168,2
Allston,Private room,60,0
Allston,Private room,40,0
Allston,Entire home/apt,179,1
Allston,Entire home/apt,350,19
Allston,Private room,50,1
Allston,Private room,70,45
Allston,Private room,77,2
Allston,Entire home/apt,189,0
Allston,Entire home/apt,195,1
Allston,Private room,72,2
Allston,Entire home/apt,189,12
Allston,Entire home/apt,524,0
Allston,Entire home/apt,78,8
Allston,Private room,40,0
Allston,Entire home/apt,210,20
Allston,Entire home/apt,95,103
Allston,Private room,79,0
Allston,Private room,60,2
Allston,Entire home/apt,145,18
Allston,Private room,80,19
Allston,Private room,70,0
Allston,Private room,65,39
Allston,Private room,74,80
Allston,Private room,119,0
Allston,Private room,85,2
Allston,Private room,45,1
Allston,Private room,90,74
Allston,Entire home/apt,100,9
Allston,Private room,40,0
Allston,Entire home/apt,550,6
Allston,Private room,39,6
Allston,Private room,60,2
Allston,Private room,27,0
Allston,Private room,75,21
Allston,Private room,60,0
Allston,Private room,45,1
Allston,Shared room,100,1
Allston,Entire home/apt,130,1
Allston,Private room,79,6
Allston,Private room,90,0
Allston,Private room,79,0
Allston,Entire home/apt,75,0
Allston,Private room,58,0
Allston,Private room,75,83
Allston,Entire home/apt,110,5
Allston,Entire home/apt,180,1
Allston,Private room,65,36
Allston,Private room,67,66
Allston,Private room,99,2
Allston,Private room,80,1
Allston,Entire home/apt,135,2
Allston,Private room,50,2
Allston,Entire home/apt,130,5
Allston,Private room,130,0
Allston,Private room,35,2
Allston,Entire home/apt,75,0
Allston,Private room,60,1
Allston,Private room,58,5
Allston,Entire home/apt,208,0
Allston,Entire home/apt,75,1
Allston,Private room,70,38
Allston,Entire home/apt,295,31
Allston,Entire home/apt,150,7
Allston,Entire home/apt,65,9
Allston,Entire home/apt,175,8
Allston,Entire home/apt,175,3
Allston,Private room,100,14
Allston,Entire home/apt,250,0
Allston,Entire home/apt,187,21
Allston,Private room,80,1
Allston,Private room,70,22
Allston,Private room,115,2
Allston,Entire home/apt,185,0
Allston,Entire home/apt,260,35
Allston,Entire home/apt,175,2
Allston,Entire home/apt,140,30
Allston,Private room,80,9
Allston,Entire home/apt,259,3
Allston,Private room,120,1
Allston,Private room,108,0
Allston,Private room,90,1
Allston,Entire home/apt,125,0
Allston,Private room,62,1
Allston,Shared room,47,19
Allston,Private room,99,2
Allston,Private room,60,0
Allston,Private room,50,1
Allston,Private room,45,10
Allston,Private room,70,10
Allston,Private room,60,43
Allston,Private room,59,1
Allston,Private room,50,0
Allston,Entire home/apt,95,0
Allston,Private room,59,4
Allston,Private room,80,11
Allston,Entire home/apt,169,3
Allston,Entire home/apt,120,36
Allston,Private room,40,11
Allston,Entire home/apt,105,9
Allston,Entire home/apt,79,0
Allston,Private room,90,1
Allston,Private room,72,13
Allston,Private room,32,0
Allston,Entire home/apt,199,0
Allston,Private room,45,2
Allston,Entire home/apt,65,1
Allston,Entire home/apt,179,1
Allston,Private room,60,0
Allston,Private room,80,17
Allston,Private room,120,1
Allston,Entire home/apt,75,2
Allston,Private room,100,3
Allston,Private room,45,2
Allston,Private room,125,1
Allston,Private room,50,0
Allston,Private room,98,2
Allston,Entire home/apt,109,0
Allston,Private room,85,2
Allston,Private room,50,4
Allston,Entire home/apt,125,0
Allston,Private room,110,1
Allston,Entire home/apt,79,0
Allston,Entire home/apt,100,68
Allston,Shared room,58,4
Allston,Private room,80,13
Allston,Entire home/apt,259,0
Allston,Private room,62,123
Allston,Private room,95,80
Allston,Private room,20,1
Allston,Private room,70,35
Allston,Entire home/apt,125,3
Allston,Entire home/apt,150,1
Allston,Entire home/apt,150,4
Allston,Private room,70,121
Allston,Entire home/apt,95,6
Allston,Entire home/apt,239,4
Allston,Entire home/apt,199,0
Allston,Private room,33,16
Allston,Private room,40,2
Allston,Private room,89,7
Allston,Entire home/apt,100,5
Allston,Entire home/apt,80,11
Allston,Private room,58,1
Allston,Private room,85,0
Allston,Private room,45,1
Allston,Entire home/apt,127,16
Allston,Entire home/apt,11,12
Allston,Entire home/apt,209,3
Allston,Entire home/apt,259,0
Allston,Entire home/apt,120,8
Allston,Private room,45,0
Allston,Entire home/apt,298,0
Allston,Entire home/apt,55,1
Allston,Private room,58,4
Allston,Private room,80,38
Allston,Entire home/apt,149,3
Allston,Entire home/apt,159,0
Allston,Private room,60,0
Allston,Entire home/apt,279,11
Allston,Entire home/apt,83,1
Allston,Entire home/apt,90,19
Allston,Private room,75,4
Allston,Entire home/apt,138,2
Allston,Entire home/apt,66,2
Allston,Entire home/apt,199,0
Allston,Entire home/apt,400,7
Allston,Private room,65,0
Allston,Shared room,50,1
Allston,Private room,89,46
Allston,Private room,52,3
Allston,Private room,70,47
Allston,Entire home/apt,139,0
Allston,Entire home/apt,269,4
Allston,Private room,91,46
Allston,Private room,70,52
Allston,Private room,68,109
Allston,Entire home/apt,200,3
Allston,Private room,130,2
Allston,Entire home/apt,70,1
Allston,Private room,66,80
Allston,Private room,50,2
Allston,Private room,45,2
Allston,Private room,48,0
Allston,Entire home/apt,125,0
Allston,Private room,58,3
Allston,Private room,59,64
Allston,Entire home/apt,139,10
Allston,Entire home/apt,239,0
Allston,Entire home/apt,200,1
Allston,Private room,72,20
Allston,Private room,128,1
Allston,Entire home/apt,269,21
Allston,Private room,230,3
Allston,Private room,120,32
Allston,Private room,70,9
Allston,Private room,50,1
Allston,Private room,85,10
Allston,Entire home/apt,150,0
Allston,Private room,80,6
Allston,Private room,67,0
Allston,Private room,45,2
Allston,Private room,40,9
Allston,Private room,69,34
Allston,Private room,55,0
Allston,Entire home/apt,180,6
Allston,Entire home/apt,279,0
Allston,Private room,50,2
Allston,Private room,25,2
Allston,Shared room,60,0
Allston,Private room,75,32
Allston,Private room,28,5
Allston,Private room,75,1
Allston,Entire home/apt,129,2
Allston,Private room,50,0
Mission Hill,Private room,75,0
Allston,Private room,85,0
Brighton,Private room,155,0
Longwood Medical Area,Entire home/apt,272,1
Longwood Medical Area,Entire home/apt,350,0
Allston,Entire home/apt,329,38
Allston,Private room,140,0
Charlestown,Private room,70,0
Allston,Entire home/apt,295,0
Charlestown,Private room,80,2
Allston,Entire home/apt,240,0
Charlestown,Private room,88,0
Charlestown,Private room,80,1
Charlestown,Private room,80,0
Allston,Private room,113,0
West End,Entire home/apt,180,1
Charlestown,Shared room,47,0
Charlestown,Private room,69,0
Brighton,Private room,125,2
Mission Hill,Private room,39,4
Charlestown,Private room,69,0
Longwood Medical Area,Private room,60,0
Allston,Entire home/apt,195,0
Charlestown,Private room,229,4
Charlestown,Entire home/apt,249,0
Longwood Medical Area,Private room,72,0
Allston,Shared room,179,0
Charlestown,Entire home/apt,199,0
Charlestown,Private room,75,0
Allston,Entire home/apt,146,1
Brighton,Private room,85,0
Allston,Entire home/apt,259,0
Charlestown,Private room,69,1
Charlestown,Entire home/apt,200,0
Charlestown,Private room,72,8
Allston,Private room,89,2
Allston,Entire home/apt,459,0
Charlestown,Private room,65,2
West Roxbury,Private room,68,1
Charlestown,Private room,69,6
Allston,Private room,124,0
Allston,Private room,150,0
Allston,Private room,85,2
Allston,Private room,100,0
Charlestown,Private room,69,4
Allston,Private room,150,0
Charlestown,Entire home/apt,198,0
Charlestown,Private room,65,2
Charlestown,Private room,65,0
